Transaction_ID,Date,Store_ID,Region,Product_ID,Product_Name,Category,Quantity_Sold,Cost_Price,Selling_Price,Discount,Revenue,Profit,Current_Stock,Reorder_Level,Customer_Type,Payment_Method
T001212,2025-03-13,Store-C,East,P005,Eggs,Dairy,12,90,121.21,12.12,1309.08,229.08,240,30,New,Cash
T001213,2025-12-29,Store-C,South,P016,Cooking Oil,Grocery,13,180,258.98,12.95,3198.39,858.39,299,30,Wholesale,UPI
T001214,2025-01-24,Store-A,South,P019,Tissue,Home Care,19,75,94.08,14.11,1519.43,94.43,39,30,Regular,Cash
T001215,2025-04-29,Store-B,North,P004,Sugar,Grocery,16,45,64.36,9.65,875.36,155.36,170,30,Regular,Card
T001216,2025-05-09,Store-A,North,P013,Soft Drink,Beverages,14,50,71.34,0.0,998.76,298.76,318,30,Wholesale,Cash
T001217,2025-03-31,Store-C,North,P015,Coffee,Beverages,12,220,293.03,0.0,3516.36,876.36,477,30,Wholesale,UPI
T001218,2025-05-10,Store-D,West,P013,Soft Drink,Beverages,5,50,72.33,3.62,343.55,93.55,105,30,Wholesale,UPI
T001219,2025-09-28,Store-B,North,P008,Biscuits,Snacks,7,35,48.04,7.21,285.81,40.81,421,30,Wholesale,Cash
T001220,2025-01-03,Store-C,West,P004,Sugar,Grocery,7,45,52.2,2.61,347.13,32.13,462,30,Wholesale,Card
T001221,2025-04-17,Store-D,East,P003,Rice,Grocery,11,70,84.39,12.66,789.03,19.03,102,30,New,Card
T001222,2025-11-17,Store-D,North,P018,Detergent,Home Care,5,260,361.52,54.23,1536.45,236.45,223,30,Wholesale,Cash
T001223,2025-04-29,Store-A,East,P005,Eggs,Dairy,17,90,111.55,0.0,1896.35,366.35,260,30,Regular,Cash
T001224,2025-03-22,Store-C,North,P010,Shampoo,Personal Care,9,180,228.08,22.81,1847.43,227.43,39,30,Wholesale,Card
T001225,2025-11-13,Store-A,North,P008,Biscuits,Snacks,17,35,50.03,5.0,765.51,170.51,209,30,Wholesale,UPI
T001226,2025-04-13,Store-C,North,P009,Soap,Personal Care,1,30,34.79,5.22,29.57,-0.43,138,30,Regular,Cash
T001227,2025-09-10,Store-A,North,P018,Detergent,Home Care,11,260,371.09,0.0,4081.99,1221.99,125,30,New,Cash
T001228,2025-10-10,Store-D,South,P014,Tea,Beverages,20,140,192.05,0.0,3841.0,1041.0,459,30,New,Card
T001229,2025-06-29,Store-D,West,P002,Bread,Bakery,4,40,46.43,2.32,176.44,16.44,337,30,New,Cash
T001230,2025-11-08,Store-D,North,P001,Milk,Dairy,2,60,69.47,3.47,132.0,12.0,278,30,Wholesale,UPI
T001231,2025-12-26,Store-D,South,P002,Bread,Bakery,13,40,55.19,2.76,681.59,161.59,225,30,Regular,UPI
T001232,2025-04-10,Store-C,West,P004,Sugar,Grocery,20,45,65.01,6.5,1170.2,270.2,185,30,Regular,Cash
T001233,2025-10-02,Store-A,North,P008,Biscuits,Snacks,3,35,46.43,2.32,132.33,27.33,216,30,Wholesale,Cash
T001234,2025-05-25,Store-A,East,P002,Bread,Bakery,3,40,46.68,7.0,119.04,-0.96,97,30,New,Card
T001235,2025-12-03,Store-A,North,P008,Biscuits,Snacks,10,35,41.61,6.24,353.7,3.7,250,30,Regular,UPI
T001236,2025-04-23,Store-D,East,P018,Detergent,Home Care,7,260,337.6,33.76,2126.88,306.88,464,30,New,Card
T001237,2025-12-24,Store-A,North,P010,Shampoo,Personal Care,8,180,235.45,23.55,1695.2,255.2,168,30,New,UPI
T001238,2025-03-12,Store-B,East,P020,Notebook,Stationery,16,60,74.04,3.7,1125.44,165.44,471,30,Wholesale,Card
T001239,2025-05-01,Store-D,West,P007,Chips,Snacks,4,25,31.54,1.58,119.84,19.84,23,30,Regular,Cash
T001240,2025-02-13,Store-A,East,P016,Cooking Oil,Grocery,2,180,221.6,33.24,376.72,16.72,158,30,Wholesale,UPI
T001241,2025-01-23,Store-B,South,P016,Cooking Oil,Grocery,1,180,253.59,38.04,215.55,35.55,232,30,New,Cash
T001242,2025-10-05,Store-C,North,P014,Tea,Beverages,18,140,163.19,16.32,2643.66,123.66,21,30,Wholesale,UPI
T001243,2025-11-15,Store-D,West,P009,Soap,Personal Care,19,30,36.45,0.0,692.55,122.55,179,30,Wholesale,Card
T001244,2025-10-01,Store-D,West,P002,Bread,Bakery,4,40,52.64,5.26,189.52,29.52,444,30,Wholesale,Card
T001245,2025-05-02,Store-B,North,P019,Tissue,Home Care,17,75,92.1,13.81,1330.93,55.93,244,30,New,Card
T001246,2025-10-20,Store-D,North,P009,Soap,Personal Care,3,30,43.49,4.35,117.42,27.42,177,30,Wholesale,UPI
T001247,2025-06-07,Store-C,East,P012,Juice,Beverages,9,80,107.82,0.0,970.38,250.38,68,30,Regular,UPI
T001248,2025-07-03,Store-D,South,P015,Coffee,Beverages,1,220,282.03,42.3,239.73,19.73,23,30,New,Cash
T001249,2025-02-02,Store-D,South,P019,Tissue,Home Care,3,75,92.47,9.25,249.66,24.66,493,30,New,UPI
T001250,2025-11-13,Store-A,South,P009,Soap,Personal Care,16,30,35.65,1.78,541.92,61.92,80,30,Regular,Card
T001251,2025-06-12,Store-A,South,P002,Bread,Bakery,6,40,54.21,8.13,276.48,36.48,301,30,Regular,Card
T001252,2025-01-23,Store-B,East,P009,Soap,Personal Care,9,30,34.65,3.46,280.71,10.71,281,30,Regular,Cash
T001253,2025-04-15,Store-C,East,P017,Salt,Grocery,15,20,23.68,0.0,355.2,55.2,126,30,Wholesale,UPI
T001254,2025-06-17,Store-C,East,P003,Rice,Grocery,14,70,98.89,4.94,1315.3,335.3,17,30,New,Card
T001255,2025-01-16,Store-B,East,P012,Juice,Beverages,16,80,114.62,11.46,1650.56,370.56,323,30,Regular,UPI
T001256,2025-06-10,Store-C,South,P005,Eggs,Dairy,19,90,104.19,5.21,1880.62,170.62,418,30,New,Card
T001257,2025-02-09,Store-B,West,P002,Bread,Bakery,5,40,50.57,0.0,252.85,52.85,494,30,Wholesale,Card
T001258,2025-09-26,Store-D,East,P004,Sugar,Grocery,17,45,62.53,9.38,903.55,138.55,342,30,New,Cash
T001259,2025-07-05,Store-B,West,P019,Tissue,Home Care,10,75,106.75,10.68,960.7,210.7,129,30,New,Card
T001260,2025-02-10,Store-C,North,P004,Sugar,Grocery,8,45,57.76,8.66,392.8,32.8,190,30,New,Card
T001261,2025-10-19,Store-B,South,P016,Cooking Oil,Grocery,20,180,219.44,32.92,3730.4,130.4,122,30,New,Card
T001262,2025-06-10,Store-A,North,P019,Tissue,Home Care,5,75,99.87,9.99,449.4,74.4,179,30,New,UPI
T001263,2025-04-03,Store-D,North,P017,Salt,Grocery,5,20,26.46,1.32,125.7,25.7,465,30,Regular,Cash
T001264,2025-02-21,Store-B,North,P014,Tea,Beverages,9,140,193.15,28.97,1477.62,217.62,385,30,New,Cash
T001265,2025-08-05,Store-C,South,P006,Butter,Dairy,3,55,65.43,9.81,166.86,1.86,467,30,New,Card
T001266,2025-06-22,Store-A,North,P018,Detergent,Home Care,8,260,354.53,0.0,2836.24,756.24,177,30,Regular,Card
T001267,2025-08-12,Store-C,West,P012,Juice,Beverages,15,80,113.86,17.08,1451.7,251.7,384,30,Wholesale,Cash
T001268,2025-01-04,Store-C,West,P006,Butter,Dairy,19,55,78.37,0.0,1489.03,444.03,82,30,New,UPI
T001269,2025-02-19,Store-B,East,P015,Coffee,Beverages,6,220,286.57,28.66,1547.46,227.46,488,30,New,UPI
T001270,2025-06-15,Store-D,East,P002,Bread,Bakery,19,40,52.21,7.83,843.22,83.22,151,30,Regular,Cash
T001271,2025-11-12,Store-C,North,P002,Bread,Bakery,7,40,51.17,5.12,322.35,42.35,299,30,New,UPI
T001272,2025-04-25,Store-B,East,P006,Butter,Dairy,4,55,68.0,10.2,231.2,11.2,229,30,New,Card
T001273,2025-04-16,Store-B,North,P004,Sugar,Grocery,8,45,60.75,3.04,461.68,101.68,54,30,Wholesale,Cash
T001274,2025-01-14,Store-C,South,P018,Detergent,Home Care,18,260,361.32,0.0,6503.76,1823.76,255,30,New,Card
T001275,2025-02-26,Store-A,West,P014,Tea,Beverages,15,140,182.88,27.43,2331.75,231.75,156,30,New,UPI
T001276,2025-12-09,Store-A,East,P009,Soap,Personal Care,3,30,42.28,4.23,114.15,24.15,379,30,Regular,Card
T001277,2025-08-21,Store-A,East,P008,Biscuits,Snacks,3,35,43.68,4.37,117.93,12.93,146,30,Regular,UPI
T001278,2025-11-21,Store-A,South,P004,Sugar,Grocery,17,45,56.04,0.0,952.68,187.68,490,30,Regular,Card
T001279,2025-03-19,Store-D,South,P013,Soft Drink,Beverages,8,50,67.6,6.76,486.72,86.72,245,30,Wholesale,UPI
T001280,2025-09-22,Store-B,North,P010,Shampoo,Personal Care,5,180,217.72,0.0,1088.6,188.6,491,30,New,Cash
T001281,2025-08-03,Store-C,West,P016,Cooking Oil,Grocery,18,180,240.01,12.0,4104.18,864.18,24,30,Wholesale,Card
T001282,2025-06-03,Store-B,East,P008,Biscuits,Snacks,12,35,45.33,2.27,516.72,96.72,454,30,Wholesale,UPI
T001283,2025-02-19,Store-B,North,P016,Cooking Oil,Grocery,13,180,239.28,35.89,2644.07,304.07,156,30,New,UPI
T001284,2025-04-01,Store-D,East,P015,Coffee,Beverages,11,220,269.33,40.4,2518.23,98.23,64,30,Wholesale,Cash
T001285,2025-09-08,Store-D,South,P012,Juice,Beverages,13,80,108.92,16.34,1203.54,163.54,435,30,Regular,UPI
T001286,2025-10-15,Store-C,East,P009,Soap,Personal Care,17,30,36.44,5.47,526.49,16.49,36,30,Wholesale,UPI
T001287,2025-05-14,Store-A,East,P014,Tea,Beverages,13,140,194.98,29.25,2154.49,334.49,209,30,New,Card
T001288,2025-08-18,Store-D,South,P008,Biscuits,Snacks,11,35,46.93,0.0,516.23,131.23,162,30,Wholesale,Cash
T001289,2025-11-11,Store-C,South,P018,Detergent,Home Care,7,260,359.81,0.0,2518.67,698.67,490,30,Wholesale,Card
T001290,2025-12-27,Store-C,East,P001,Milk,Dairy,1,60,83.44,0.0,83.44,23.44,404,30,Wholesale,Cash
T001291,2025-10-02,Store-D,South,P002,Bread,Bakery,17,40,48.53,2.43,783.7,103.7,85,30,New,Cash
T001292,2025-01-07,Store-A,North,P012,Juice,Beverages,11,80,101.92,5.1,1065.02,185.02,486,30,Wholesale,Cash
T001293,2025-05-25,Store-C,North,P017,Salt,Grocery,13,20,27.75,0.0,360.75,100.75,85,30,Regular,Card
T001294,2025-07-13,Store-D,South,P008,Biscuits,Snacks,2,35,43.11,0.0,86.22,16.22,421,30,Wholesale,UPI
T001295,2025-01-08,Store-B,North,P003,Rice,Grocery,3,70,82.05,12.31,209.22,-0.78,15,30,Wholesale,Card
T001296,2025-06-15,Store-D,North,P013,Soft Drink,Beverages,7,50,69.97,7.0,440.79,90.79,406,30,New,UPI
T001297,2025-05-30,Store-D,North,P015,Coffee,Beverages,7,220,259.58,38.94,1544.48,4.48,197,30,Regular,UPI
T001298,2025-01-09,Store-D,West,P018,Detergent,Home Care,9,260,336.7,16.84,2878.74,538.74,200,30,New,Card
T001299,2025-04-29,Store-D,East,P004,Sugar,Grocery,15,45,54.77,0.0,821.55,146.55,208,30,New,Card
T001300,2025-10-15,Store-B,South,P004,Sugar,Grocery,10,45,56.24,0.0,562.4,112.4,53,30,New,Card
T001301,2025-10-18,Store-B,North,P008,Biscuits,Snacks,3,35,41.73,6.26,106.41,1.41,272,30,New,UPI
T001302,2025-06-14,Store-D,North,P014,Tea,Beverages,10,140,192.1,9.61,1824.9,424.9,23,30,New,Card
T001303,2025-11-30,Store-B,East,P007,Chips,Snacks,18,25,34.71,5.21,531.0,81.0,165,30,New,Card
T001304,2025-02-23,Store-D,North,P016,Cooking Oil,Grocery,17,180,236.96,0.0,4028.32,968.32,476,30,New,Cash
T001305,2025-04-12,Store-D,North,P001,Milk,Dairy,6,60,78.36,0.0,470.16,110.16,90,30,Regular,UPI
T001306,2025-10-08,Store-D,West,P016,Cooking Oil,Grocery,6,180,240.81,36.12,1228.14,148.14,76,30,Regular,UPI
T001307,2025-06-15,Store-C,South,P004,Sugar,Grocery,14,45,65.19,6.52,821.38,191.38,272,30,Regular,UPI
T001308,2025-11-06,Store-C,West,P017,Salt,Grocery,7,20,27.82,2.78,175.28,35.28,270,30,New,Cash
T001309,2025-06-12,Store-D,South,P011,Toothpaste,Personal Care,5,95,113.93,17.09,484.2,9.2,10,30,Regular,UPI
T001310,2025-12-22,Store-A,West,P003,Rice,Grocery,1,70,87.05,4.35,82.7,12.7,107,30,New,Cash
T001311,2025-06-29,Store-B,East,P002,Bread,Bakery,20,40,51.62,2.58,980.8,180.8,39,30,Wholesale,Cash
T001312,2025-06-06,Store-C,West,P007,Chips,Snacks,9,25,30.88,4.63,236.25,11.25,304,30,New,Card
T001313,2025-04-21,Store-C,South,P018,Detergent,Home Care,7,260,305.04,15.25,2028.53,208.53,57,30,New,Card
T001314,2025-10-22,Store-C,West,P004,Sugar,Grocery,5,45,62.51,9.38,265.65,40.65,174,30,Regular,Cash
T001315,2025-11-11,Store-B,South,P001,Milk,Dairy,8,60,86.8,0.0,694.4,214.4,480,30,Regular,UPI
T001316,2025-09-19,Store-D,West,P001,Milk,Dairy,11,60,70.4,0.0,774.4,114.4,75,30,Wholesale,UPI
T001317,2025-10-14,Store-D,West,P011,Toothpaste,Personal Care,10,95,123.51,0.0,1235.1,285.1,128,30,New,Card
T001318,2025-02-10,Store-B,South,P016,Cooking Oil,Grocery,12,180,223.84,22.38,2417.52,257.52,276,30,Wholesale,UPI
T001319,2025-05-09,Store-A,West,P005,Eggs,Dairy,14,90,118.63,17.79,1411.76,151.76,360,30,Wholesale,UPI
T001320,2025-12-10,Store-C,West,P006,Butter,Dairy,1,55,77.54,11.63,65.91,10.91,399,30,Regular,Card
T001321,2025-01-06,Store-B,West,P018,Detergent,Home Care,7,260,328.83,16.44,2186.73,366.73,482,30,New,Card
T001322,2025-07-08,Store-C,North,P007,Chips,Snacks,1,25,33.15,3.31,29.84,4.84,53,30,Wholesale,UPI
T001323,2025-12-23,Store-C,East,P002,Bread,Bakery,9,40,53.7,8.05,410.85,50.85,27,30,Wholesale,Cash
T001324,2025-11-20,Store-D,West,P019,Tissue,Home Care,1,75,105.67,15.85,89.82,14.82,316,30,Regular,UPI
T001325,2025-03-20,Store-B,South,P018,Detergent,Home Care,4,260,301.98,0.0,1207.92,167.92,318,30,Regular,UPI
T001326,2025-02-19,Store-C,South,P004,Sugar,Grocery,2,45,57.74,0.0,115.48,25.48,165,30,Wholesale,Card
T001327,2025-12-30,Store-B,East,P001,Milk,Dairy,11,60,84.07,8.41,832.26,172.26,464,30,Wholesale,Cash
T001328,2025-04-09,Store-B,East,P013,Soft Drink,Beverages,14,50,70.07,0.0,980.98,280.98,38,30,Regular,Cash
T001329,2025-09-16,Store-D,South,P015,Coffee,Beverages,2,220,271.18,13.56,515.24,75.24,357,30,Wholesale,Card
T001330,2025-06-24,Store-D,North,P001,Milk,Dairy,10,60,73.93,7.39,665.4,65.4,65,30,Wholesale,UPI
T001331,2025-02-14,Store-B,East,P003,Rice,Grocery,4,70,99.78,4.99,379.16,99.16,378,30,Wholesale,Card
T001332,2025-07-11,Store-D,North,P001,Milk,Dairy,6,60,83.2,4.16,474.24,114.24,331,30,Wholesale,Cash
T001333,2025-01-28,Store-D,East,P010,Shampoo,Personal Care,7,180,247.36,12.37,1644.93,384.93,163,30,Regular,UPI
T001334,2025-04-07,Store-C,South,P005,Eggs,Dairy,19,90,112.02,5.6,2021.98,311.98,432,30,Regular,UPI
T001335,2025-10-24,Store-C,East,P009,Soap,Personal Care,15,30,36.88,5.53,470.25,20.25,186,30,Wholesale,Card
T001336,2025-10-03,Store-B,West,P015,Coffee,Beverages,6,220,255.42,38.31,1302.66,-17.34,84,30,New,Card
T001337,2025-09-20,Store-B,East,P010,Shampoo,Personal Care,7,180,225.48,22.55,1420.51,160.51,51,30,Regular,UPI
T001338,2025-03-13,Store-D,East,P009,Soap,Personal Care,2,30,42.8,2.14,81.32,21.32,248,30,New,Card
T001339,2025-02-23,Store-C,North,P013,Soft Drink,Beverages,19,50,71.02,7.1,1214.48,264.48,364,30,Regular,UPI
T001340,2025-07-03,Store-C,South,P016,Cooking Oil,Grocery,11,180,225.18,0.0,2476.98,496.98,100,30,New,Card
T001341,2025-10-22,Store-D,West,P006,Butter,Dairy,1,55,70.49,10.57,59.92,4.92,308,30,New,Cash
T001342,2025-07-25,Store-C,North,P009,Soap,Personal Care,12,30,39.91,5.99,407.04,47.04,352,30,Regular,Card
T001343,2025-10-23,Store-D,North,P004,Sugar,Grocery,14,45,57.5,5.75,724.5,94.5,493,30,Regular,Card
T001344,2025-10-18,Store-B,South,P006,Butter,Dairy,10,55,77.88,3.89,739.9,189.9,492,30,Wholesale,UPI
T001345,2025-06-27,Store-D,West,P002,Bread,Bakery,3,40,49.71,2.49,141.66,21.66,415,30,Regular,UPI
T001346,2025-06-07,Store-A,South,P001,Milk,Dairy,5,60,72.61,3.63,344.9,44.9,159,30,Regular,Cash
T001347,2025-10-12,Store-C,North,P014,Tea,Beverages,3,140,191.41,9.57,545.52,125.52,355,30,New,Cash
T001348,2025-04-19,Store-D,West,P012,Juice,Beverages,4,80,103.3,15.49,351.24,31.24,362,30,New,Card
T001349,2025-03-10,Store-D,East,P008,Biscuits,Snacks,4,35,44.32,4.43,159.56,19.56,395,30,New,Card
T001350,2025-09-08,Store-A,South,P014,Tea,Beverages,20,140,177.54,0.0,3550.8,750.8,182,30,Wholesale,Cash
T001351,2025-11-03,Store-D,North,P008,Biscuits,Snacks,12,35,44.05,0.0,528.6,108.6,317,30,Wholesale,Cash
T001352,2025-08-11,Store-A,East,P005,Eggs,Dairy,16,90,108.58,5.43,1650.4,210.4,159,30,New,Card
T001353,2025-12-12,Store-D,North,P006,Butter,Dairy,14,55,65.74,6.57,828.38,58.38,203,30,New,UPI
T001354,2025-02-12,Store-C,North,P006,Butter,Dairy,6,55,69.82,0.0,418.92,88.92,243,30,Wholesale,UPI
T001355,2025-08-21,Store-A,West,P001,Milk,Dairy,6,60,74.74,11.21,381.18,21.18,356,30,Wholesale,Card
T001356,2025-05-13,Store-A,West,P013,Soft Drink,Beverages,14,50,69.07,6.91,870.24,170.24,222,30,Wholesale,UPI
T001357,2025-04-02,Store-D,West,P016,Cooking Oil,Grocery,11,180,252.59,25.26,2500.63,520.63,62,30,Wholesale,Cash
T001358,2025-09-21,Store-D,West,P005,Eggs,Dairy,1,90,112.6,11.26,101.34,11.34,106,30,Regular,UPI
T001359,2025-07-07,Store-A,East,P010,Shampoo,Personal Care,2,180,213.56,32.03,363.06,3.06,240,30,New,UPI
T001360,2025-05-17,Store-B,East,P011,Toothpaste,Personal Care,10,95,131.1,0.0,1311.0,361.0,282,30,New,UPI
T001361,2025-02-27,Store-C,North,P001,Milk,Dairy,15,60,74.84,0.0,1122.6,222.6,310,30,Wholesale,Card
T001362,2025-03-16,Store-D,West,P013,Soft Drink,Beverages,8,50,60.13,0.0,481.04,81.04,69,30,New,UPI
T001363,2025-02-09,Store-C,East,P015,Coffee,Beverages,20,220,269.11,40.37,4574.8,174.8,25,30,Regular,Cash
T001364,2025-11-23,Store-C,West,P020,Notebook,Stationery,4,60,75.87,0.0,303.48,63.48,177,30,New,Cash
T001365,2025-08-10,Store-A,South,P006,Butter,Dairy,9,55,75.16,0.0,676.44,181.44,433,30,Wholesale,UPI
T001366,2025-01-26,Store-C,West,P010,Shampoo,Personal Care,20,180,234.76,11.74,4460.4,860.4,360,30,Regular,UPI
T001367,2025-07-24,Store-B,East,P009,Soap,Personal Care,6,30,36.99,0.0,221.94,41.94,314,30,New,Cash
T001368,2025-03-08,Store-C,East,P014,Tea,Beverages,7,140,161.79,24.27,962.64,-17.36,341,30,New,Card
T001369,2025-06-16,Store-B,North,P011,Toothpaste,Personal Care,4,95,115.56,0.0,462.24,82.24,368,30,Wholesale,UPI
T001370,2025-07-19,Store-D,North,P020,Notebook,Stationery,15,60,79.58,7.96,1074.3,174.3,282,30,New,UPI
T001371,2025-09-13,Store-B,South,P011,Toothpaste,Personal Care,12,95,132.69,6.63,1512.72,372.72,241,30,Wholesale,UPI
T001372,2025-09-07,Store-C,North,P009,Soap,Personal Care,13,30,34.79,0.0,452.27,62.27,328,30,Regular,Card
T001373,2025-12-12,Store-D,North,P017,Salt,Grocery,12,20,24.82,2.48,268.08,28.08,236,30,Regular,Card
T001374,2025-01-12,Store-C,West,P019,Tissue,Home Care,6,75,100.3,15.04,511.56,61.56,217,30,Regular,UPI
T001375,2025-07-22,Store-B,South,P018,Detergent,Home Care,5,260,328.52,0.0,1642.6,342.6,54,30,Regular,Card
T001376,2025-07-29,Store-C,South,P010,Shampoo,Personal Care,6,180,253.7,38.05,1293.9,213.9,286,30,New,Card
T001377,2025-12-18,Store-C,West,P009,Soap,Personal Care,11,30,41.43,0.0,455.73,125.73,345,30,Regular,UPI
T001378,2025-04-01,Store-D,East,P016,Cooking Oil,Grocery,15,180,222.46,33.37,2836.35,136.35,85,30,Regular,Card
T001379,2025-10-25,Store-D,West,P011,Toothpaste,Personal Care,15,95,127.95,0.0,1919.25,494.25,201,30,New,Cash
T001380,2025-10-20,Store-D,North,P001,Milk,Dairy,20,60,73.04,0.0,1460.8,260.8,311,30,New,Card
T001381,2025-02-16,Store-C,North,P008,Biscuits,Snacks,6,35,46.23,6.93,235.8,25.8,355,30,Wholesale,Card
T001382,2025-03-24,Store-D,East,P013,Soft Drink,Beverages,18,50,65.17,3.26,1114.38,214.38,440,30,Wholesale,Cash
T001383,2025-03-09,Store-C,North,P006,Butter,Dairy,16,55,78.71,3.94,1196.32,316.32,170,30,Regular,Cash
T001384,2025-04-01,Store-D,North,P019,Tissue,Home Care,15,75,96.58,14.49,1231.35,106.35,128,30,Wholesale,UPI
T001385,2025-01-17,Store-D,West,P006,Butter,Dairy,8,55,70.88,0.0,567.04,127.04,8,30,New,Cash
T001386,2025-11-07,Store-A,West,P014,Tea,Beverages,9,140,198.1,0.0,1782.9,522.9,371,30,New,Card
T001387,2025-07-24,Store-D,West,P002,Bread,Bakery,10,40,55.74,0.0,557.4,157.4,191,30,Regular,Cash
T001388,2025-03-28,Store-C,West,P005,Eggs,Dairy,9,90,123.96,0.0,1115.64,305.64,374,30,Wholesale,UPI
T001389,2025-02-19,Store-C,North,P005,Eggs,Dairy,8,90,124.98,6.25,949.84,229.84,140,30,New,Card
T001390,2025-12-19,Store-D,East,P016,Cooking Oil,Grocery,8,180,247.88,24.79,1784.72,344.72,156,30,New,Card
T001391,2025-03-13,Store-B,East,P009,Soap,Personal Care,19,30,36.98,0.0,702.62,132.62,394,30,Regular,Cash
T001392,2025-03-23,Store-C,West,P012,Juice,Beverages,19,80,100.71,10.07,1722.16,202.16,162,30,Wholesale,UPI
T001393,2025-11-08,Store-C,West,P010,Shampoo,Personal Care,5,180,247.16,12.36,1174.0,274.0,80,30,New,Card
T001394,2025-10-27,Store-A,East,P008,Biscuits,Snacks,1,35,49.18,4.92,44.26,9.26,80,30,New,Card
T001395,2025-11-26,Store-B,East,P017,Salt,Grocery,17,20,25.44,1.27,410.89,70.89,181,30,Wholesale,UPI
T001396,2025-09-05,Store-D,North,P013,Soft Drink,Beverages,16,50,67.23,10.08,914.4,114.4,94,30,Wholesale,Cash
T001397,2025-05-23,Store-A,South,P011,Toothpaste,Personal Care,8,95,118.07,5.9,897.36,137.36,81,30,New,UPI
T001398,2025-09-26,Store-B,South,P015,Coffee,Beverages,19,220,313.24,0.0,5951.56,1771.56,435,30,New,Card
T001399,2025-02-04,Store-C,North,P002,Bread,Bakery,13,40,53.52,5.35,626.21,106.21,264,30,Regular,UPI
T001400,2025-04-04,Store-B,South,P019,Tissue,Home Care,17,75,91.83,9.18,1405.05,130.05,413,30,Wholesale,Card
T001401,2025-05-23,Store-A,South,P015,Coffee,Beverages,6,220,255.66,25.57,1380.54,60.54,287,30,Wholesale,Cash
T001402,2025-05-05,Store-D,West,P005,Eggs,Dairy,17,90,111.67,5.58,1803.53,273.53,121,30,Regular,Card
T001403,2025-09-02,Store-A,West,P002,Bread,Bakery,11,40,55.48,0.0,610.28,170.28,105,30,Regular,UPI
T001404,2025-09-07,Store-C,North,P007,Chips,Snacks,4,25,32.82,1.64,124.72,24.72,311,30,Wholesale,UPI
T001405,2025-11-22,Store-D,North,P004,Sugar,Grocery,15,45,62.24,3.11,886.95,211.95,306,30,New,UPI
T001406,2025-09-17,Store-D,East,P020,Notebook,Stationery,9,60,77.87,3.89,665.82,125.82,173,30,Wholesale,UPI
T001407,2025-10-15,Store-C,West,P009,Soap,Personal Care,18,30,36.74,3.67,595.26,55.26,352,30,Regular,Cash
T001408,2025-03-25,Store-B,North,P016,Cooking Oil,Grocery,1,180,224.24,33.64,190.6,10.6,258,30,New,Card
T001409,2025-11-23,Store-B,South,P010,Shampoo,Personal Care,4,180,256.97,38.55,873.68,153.68,180,30,Regular,Cash
T001410,2025-09-29,Store-D,North,P007,Chips,Snacks,10,25,32.51,3.25,292.6,42.6,397,30,Wholesale,UPI
T001411,2025-03-22,Store-B,West,P020,Notebook,Stationery,7,60,79.28,3.96,527.24,107.24,170,30,Regular,Cash
T001412,2025-11-01,Store-D,East,P020,Notebook,Stationery,6,60,74.86,11.23,381.78,21.78,339,30,Regular,UPI
T001413,2025-07-01,Store-C,West,P016,Cooking Oil,Grocery,10,180,227.02,22.7,2043.2,243.2,175,30,New,UPI
T001414,2025-07-26,Store-A,West,P019,Tissue,Home Care,13,75,103.41,0.0,1344.33,369.33,395,30,New,Card
T001415,2025-12-27,Store-B,South,P005,Eggs,Dairy,15,90,124.21,0.0,1863.15,513.15,424,30,Wholesale,Card
T001416,2025-08-07,Store-D,East,P009,Soap,Personal Care,10,30,41.99,0.0,419.9,119.9,169,30,Wholesale,Card
T001417,2025-05-21,Store-A,North,P007,Chips,Snacks,7,25,33.38,5.01,198.59,23.59,443,30,Regular,Cash
T001418,2025-01-24,Store-D,West,P011,Toothpaste,Personal Care,16,95,136.08,20.41,1850.72,330.72,492,30,Regular,UPI
T001419,2025-11-24,Store-C,East,P020,Notebook,Stationery,19,60,75.75,0.0,1439.25,299.25,33,30,Wholesale,UPI
T001420,2025-02-07,Store-C,West,P015,Coffee,Beverages,10,220,260.33,13.02,2473.1,273.1,455,30,Regular,Cash
T001421,2025-05-06,Store-C,East,P019,Tissue,Home Care,10,75,99.17,0.0,991.7,241.7,229,30,Wholesale,Card
T001422,2025-12-25,Store-C,East,P010,Shampoo,Personal Care,1,180,214.59,0.0,214.59,34.59,450,30,New,Card
T001423,2025-07-05,Store-C,South,P007,Chips,Snacks,6,25,31.16,1.56,177.6,27.6,240,30,Wholesale,Card
T001424,2025-03-03,Store-D,West,P009,Soap,Personal Care,9,30,39.93,0.0,359.37,89.37,76,30,New,UPI
T001425,2025-10-17,Store-D,North,P002,Bread,Bakery,17,40,46.72,4.67,714.85,34.85,13,30,Wholesale,UPI
T001426,2025-02-04,Store-A,North,P018,Detergent,Home Care,16,260,321.05,32.1,4623.2,463.2,329,30,Wholesale,Cash
T001427,2025-08-28,Store-B,North,P018,Detergent,Home Care,6,260,361.29,0.0,2167.74,607.74,298,30,Wholesale,UPI
T001428,2025-06-19,Store-A,South,P009,Soap,Personal Care,15,30,38.56,1.93,549.45,99.45,338,30,Wholesale,Card
T001429,2025-01-11,Store-D,East,P011,Toothpaste,Personal Care,15,95,124.29,18.64,1584.75,159.75,460,30,Regular,Card
T001430,2025-03-19,Store-C,South,P013,Soft Drink,Beverages,1,50,57.63,5.76,51.87,1.87,223,30,Wholesale,Card
